location,date,new_cases,population,population_density
Germany,11-10-20,3483,83783945,237.016
Germany,12-10-20,2467,83783945,237.016
Germany,13-10-20,4122,83783945,237.016
Germany,14-10-20,5132,83783945,237.016
Germany,15-10-20,6638,83783945,237.016
Germany,16-10-20,7334,83783945,237.016
Germany,17-10-20,7830,83783945,237.016
Germany,18-10-20,5587,83783945,237.016
Germany,19-10-20,4325,83783945,237.016
Germany,20-10-20,6868,83783945,237.016
Germany,21-10-20,7595,83783945,237.016
Germany,22-10-20,11287,83783945,237.016
Germany,23-10-20,11242,83783945,237.016
Germany,24-10-20,14714,83783945,237.016
Germany,25-10-20,11176,83783945,237.016
Germany,26-10-20,8685,83783945,237.016
Germany,27-10-20,11409,83783945,237.016
Germany,28-10-20,14964,83783945,237.016
Germany,29-10-20,16774,83783945,237.016
Germany,30-10-20,18681,83783945,237.016
Germany,31-10-20,19059,83783945,237.016
Germany,01-11-20,14177,83783945,237.016
Germany,02-11-20,12097,83783945,237.016
Germany,03-11-20,15352,83783945,237.016
Germany,04-11-20,17214,83783945,237.016
Germany,05-11-20,19990,83783945,237.016
Germany,06-11-20,21506,83783945,237.016
Germany,07-11-20,23399,83783945,237.016
Germany,08-11-20,16017,83783945,237.016
Germany,09-11-20,13363,83783945,237.016
Italy,15-03-20,3497,60461828,205.859
Italy,16-03-20,2823,60461828,205.859
Italy,17-03-20,4000,60461828,205.859
Italy,18-03-20,3526,60461828,205.859
Italy,19-03-20,4207,60461828,205.859
Italy,20-03-20,5322,60461828,205.859
Italy,21-03-20,5986,60461828,205.859
Italy,22-03-20,6557,60461828,205.859
Italy,23-03-20,5560,60461828,205.859
Italy,24-03-20,4789,60461828,205.859
Italy,25-03-20,5249,60461828,205.859
Italy,26-03-20,5210,60461828,205.859
Italy,27-03-20,6153,60461828,205.859
Italy,28-03-20,5959,60461828,205.859
Italy,29-03-20,5974,60461828,205.859
Italy,30-03-20,5217,60461828,205.859
Italy,31-03-20,4050,60461828,205.859
Italy,01-04-20,4053,60461828,205.859
Italy,02-04-20,4782,60461828,205.859
Italy,03-04-20,4668,60461828,205.859
Italy,04-04-20,4585,60461828,205.859
Italy,05-04-20,4805,60461828,205.859
Italy,06-04-20,4316,60461828,205.859
Italy,07-04-20,3599,60461828,205.859
Italy,08-04-20,3039,60461828,205.859
Italy,09-04-20,3836,60461828,205.859
Italy,10-04-20,4204,60461828,205.859
Italy,11-04-20,3951,60461828,205.859
Italy,12-04-20,4694,60461828,205.859
Italy,13-04-20,4092,60461828,205.859
Italy,14-04-20,3153,60461828,205.859
Italy,15-04-20,2972,60461828,205.859
Italy,16-04-20,2667,60461828,205.859
Italy,17-04-20,3786,60461828,205.859
Italy,18-04-20,3493,60461828,205.859
Italy,19-04-20,3491,60461828,205.859
Italy,20-04-20,3047,60461828,205.859
Italy,21-04-20,2256,60461828,205.859
Italy,22-04-20,2729,60461828,205.859
Italy,23-04-20,3370,60461828,205.859
Italy,24-04-20,2646,60461828,205.859
Italy,25-04-20,3021,60461828,205.859
Italy,26-04-20,2357,60461828,205.859
Italy,27-04-20,2324,60461828,205.859
Italy,28-04-20,1739,60461828,205.859
Italy,29-04-20,2091,60461828,205.859
Italy,30-04-20,2086,60461828,205.859
Italy,01-05-20,1872,60461828,205.859
Italy,02-05-20,1965,60461828,205.859
Italy,03-05-20,1900,60461828,205.859
Italy,04-05-20,1389,60461828,205.859
Italy,05-05-20,1221,60461828,205.859
Italy,06-05-20,1075,60461828,205.859
Italy,07-05-20,1444,60461828,205.859
Italy,08-05-20,1401,60461828,205.859
Italy,09-05-20,1327,60461828,205.859
Italy,10-05-20,1083,60461828,205.859
Italy,11-05-20,802,60461828,205.859
Italy,12-05-20,744,60461828,205.859
Italy,13-05-20,1402,60461828,205.859
Italy,14-05-20,888,60461828,205.859
Italy,15-05-20,992,60461828,205.859
Italy,16-05-20,789,60461828,205.859
Italy,17-05-20,875,60461828,205.859
Italy,18-05-20,675,60461828,205.859
Italy,19-05-20,451,60461828,205.859
Italy,20-05-20,813,60461828,205.859
Italy,21-05-20,665,60461828,205.859
Italy,22-05-20,642,60461828,205.859
Italy,23-05-20,652,60461828,205.859
Italy,24-05-20,669,60461828,205.859
Italy,25-05-20,531,60461828,205.859
Italy,26-05-20,300,60461828,205.859
Italy,27-05-20,397,60461828,205.859
Italy,28-05-20,584,60461828,205.859
Italy,29-05-20,593,60461828,205.859
Italy,30-05-20,516,60461828,205.859
Italy,31-05-20,416,60461828,205.859
Italy,01-06-20,355,60461828,205.859
Italy,02-06-20,178,60461828,205.859
Italy,03-06-20,318,60461828,205.859
Italy,04-06-20,321,60461828,205.859
Italy,05-06-20,177,60461828,205.859
Italy,06-06-20,518,60461828,205.859
Italy,07-06-20,270,60461828,205.859
Italy,08-06-20,197,60461828,205.859
Italy,09-06-20,280,60461828,205.859
Italy,10-06-20,283,60461828,205.859
Italy,11-06-20,202,60461828,205.859
Italy,12-06-20,379,60461828,205.859
Italy,13-06-20,163,60461828,205.859
Italy,14-06-20,346,60461828,205.859
Italy,15-06-20,338,60461828,205.859
Italy,16-06-20,301,60461828,205.859
Italy,17-06-20,210,60461828,205.859
Italy,18-06-20,328,60461828,205.859
Italy,19-06-20,331,60461828,205.859
Italy,20-06-20,-148,60461828,205.859
Italy,21-06-20,264,60461828,205.859
Italy,22-06-20,224,60461828,205.859
Italy,23-06-20,221,60461828,205.859
Italy,24-06-20,113,60461828,205.859
Italy,25-06-20,577,60461828,205.859
Italy,26-06-20,296,60461828,205.859
Italy,27-06-20,255,60461828,205.859
Italy,28-06-20,175,60461828,205.859
Italy,29-06-20,174,60461828,205.859
Italy,30-06-20,126,60461828,205.859
Italy,01-07-20,142,60461828,205.859
Italy,02-07-20,182,60461828,205.859
Italy,03-07-20,201,60461828,205.859
Italy,04-07-20,223,60461828,205.859
Italy,05-07-20,235,60461828,205.859
Italy,06-07-20,192,60461828,205.859
Italy,07-07-20,208,60461828,205.859
Italy,08-07-20,137,60461828,205.859
Italy,09-07-20,193,60461828,205.859
Italy,10-07-20,214,60461828,205.859
Italy,11-07-20,276,60461828,205.859
Italy,12-07-20,188,60461828,205.859
Italy,13-07-20,234,60461828,205.859
Italy,14-07-20,169,60461828,205.859
Italy,15-07-20,114,60461828,205.859
Italy,16-07-20,162,60461828,205.859
Italy,17-07-20,230,60461828,205.859
Italy,18-07-20,231,60461828,205.859
Italy,19-07-20,249,60461828,205.859
Italy,20-07-20,218,60461828,205.859
Italy,21-07-20,190,60461828,205.859
Italy,22-07-20,128,60461828,205.859
Italy,23-07-20,280,60461828,205.859
Italy,24-07-20,306,60461828,205.859
Italy,25-07-20,252,60461828,205.859
Italy,26-07-20,274,60461828,205.859
Italy,27-07-20,254,60461828,205.859
Italy,28-07-20,168,60461828,205.859
Italy,29-07-20,202,60461828,205.859
Italy,30-07-20,288,60461828,205.859
Italy,31-07-20,382,60461828,205.859
Italy,01-08-20,379,60461828,205.859
Italy,02-08-20,295,60461828,205.859
Italy,03-08-20,238,60461828,205.859
Italy,04-08-20,159,60461828,205.859
Italy,05-08-20,190,60461828,205.859
Italy,06-08-20,384,60461828,205.859
Italy,07-08-20,401,60461828,205.859
Italy,08-08-20,552,60461828,205.859
Italy,09-08-20,347,60461828,205.859
Italy,10-08-20,463,60461828,205.859
Italy,11-08-20,259,60461828,205.859
Italy,12-08-20,412,60461828,205.859
Italy,13-08-20,476,60461828,205.859
Italy,14-08-20,522,60461828,205.859
Italy,15-08-20,574,60461828,205.859
Italy,16-08-20,629,60461828,205.859
Italy,17-08-20,477,60461828,205.859
Italy,18-08-20,320,60461828,205.859
Italy,19-08-20,401,60461828,205.859
Italy,20-08-20,642,60461828,205.859
Italy,21-08-20,840,60461828,205.859
Italy,22-08-20,947,60461828,205.859
Italy,23-08-20,1071,60461828,205.859
Italy,24-08-20,1209,60461828,205.859
Italy,25-08-20,953,60461828,205.859
Italy,26-08-20,876,60461828,205.859
Italy,27-08-20,1366,60461828,205.859
Italy,28-08-20,1409,60461828,205.859
Italy,29-08-20,1460,60461828,205.859
Italy,30-08-20,1444,60461828,205.859
Italy,31-08-20,1365,60461828,205.859
Italy,01-09-20,996,60461828,205.859
Italy,02-09-20,975,60461828,205.859
Italy,03-09-20,1326,60461828,205.859
Italy,04-09-20,1397,60461828,205.859
Italy,05-09-20,1732,60461828,205.859
Italy,06-09-20,1694,60461828,205.859
Italy,07-09-20,1296,60461828,205.859
Italy,08-09-20,1150,60461828,205.859
Italy,09-09-20,1369,60461828,205.859
Italy,10-09-20,1430,60461828,205.859
Italy,11-09-20,1597,60461828,205.859
Italy,12-09-20,1616,60461828,205.859
Italy,13-09-20,1501,60461828,205.859
Italy,14-09-20,1456,60461828,205.859
Italy,15-09-20,1008,60461828,205.859
Italy,16-09-20,1229,60461828,205.859
Italy,17-09-20,1452,60461828,205.859
Italy,18-09-20,1583,60461828,205.859
Italy,19-09-20,1907,60461828,205.859
Italy,20-09-20,1637,60461828,205.859
Italy,21-09-20,1587,60461828,205.859
Italy,22-09-20,1350,60461828,205.859
Italy,23-09-20,1391,60461828,205.859
Italy,24-09-20,1640,60461828,205.859
Italy,25-09-20,1786,60461828,205.859
Italy,26-09-20,1912,60461828,205.859
Italy,27-09-20,1869,60461828,205.859
Italy,28-09-20,1766,60461828,205.859
Italy,29-09-20,1494,60461828,205.859
Italy,30-09-20,1647,60461828,205.859
Italy,01-10-20,1850,60461828,205.859
Italy,02-10-20,2548,60461828,205.859
Italy,03-10-20,2499,60461828,205.859
Italy,04-10-20,2843,60461828,205.859
Italy,05-10-20,2578,60461828,205.859
Italy,06-10-20,2257,60461828,205.859
Italy,07-10-20,2677,60461828,205.859
Italy,08-10-20,3677,60461828,205.859
Italy,09-10-20,4458,60461828,205.859
Italy,10-10-20,5372,60461828,205.859
Italy,11-10-20,5724,60461828,205.859
Italy,12-10-20,5456,60461828,205.859
Italy,13-10-20,4619,60461828,205.859
Italy,14-10-20,5898,60461828,205.859
Italy,15-10-20,7332,60461828,205.859
Italy,16-10-20,8803,60461828,205.859
Italy,17-10-20,10009,60461828,205.859
Italy,18-10-20,10925,60461828,205.859
Italy,19-10-20,11705,60461828,205.859
Italy,20-10-20,9337,60461828,205.859
Italy,21-10-20,10871,60461828,205.859
Italy,22-10-20,15199,60461828,205.859
Italy,23-10-20,16078,60461828,205.859
Italy,24-10-20,19143,60461828,205.859
Italy,25-10-20,19640,60461828,205.859
Italy,26-10-20,21273,60461828,205.859
Italy,27-10-20,17007,60461828,205.859
Italy,28-10-20,21989,60461828,205.859
Italy,29-10-20,24988,60461828,205.859
Italy,30-10-20,26829,60461828,205.859
Italy,31-10-20,31079,60461828,205.859
Italy,01-11-20,31756,60461828,205.859
Italy,02-11-20,29905,60461828,205.859
Italy,03-11-20,22253,60461828,205.859
Italy,04-11-20,28241,60461828,205.859
Italy,05-11-20,30548,60461828,205.859
Italy,06-11-20,34502,60461828,205.859
Italy,07-11-20,37802,60461828,205.859
Italy,08-11-20,39809,60461828,205.859
Italy,09-11-20,32614,60461828,205.859
Portugal,15-03-20,57,10196707,112.371
Portugal,16-03-20,76,10196707,112.371
Portugal,17-03-20,86,10196707,112.371
Portugal,18-03-20,117,10196707,112.371
Portugal,19-03-20,194,10196707,112.371
Portugal,20-03-20,143,10196707,112.371
Portugal,21-03-20,235,10196707,112.371
Portugal,22-03-20,260,10196707,112.371
Portugal,23-03-20,320,10196707,112.371
Portugal,24-03-20,460,10196707,112.371
Portugal,25-03-20,302,10196707,112.371
Portugal,26-03-20,633,10196707,112.371
Portugal,27-03-20,549,10196707,112.371
Portugal,28-03-20,724,10196707,112.371
Portugal,29-03-20,902,10196707,112.371
Portugal,30-03-20,792,10196707,112.371
Portugal,31-03-20,446,10196707,112.371
Portugal,01-04-20,1035,10196707,112.371
Portugal,02-04-20,808,10196707,112.371
Portugal,03-04-20,783,10196707,112.371
Portugal,04-04-20,852,10196707,112.371
Portugal,05-04-20,638,10196707,112.371
Portugal,06-04-20,754,10196707,112.371
Portugal,07-04-20,452,10196707,112.371
Portugal,08-04-20,712,10196707,112.371
Portugal,09-04-20,699,10196707,112.371
Portugal,10-04-20,815,10196707,112.371
Portugal,11-04-20,1516,10196707,112.371
Portugal,12-04-20,515,10196707,112.371
Portugal,13-04-20,598,10196707,112.371
Portugal,14-04-20,349,10196707,112.371
Portugal,15-04-20,514,10196707,112.371
Portugal,16-04-20,643,10196707,112.371
Portugal,17-04-20,750,10196707,112.371
Portugal,18-04-20,181,10196707,112.371
Portugal,19-04-20,663,10196707,112.371
Portugal,20-04-20,521,10196707,112.371
Portugal,21-04-20,657,10196707,112.371
Portugal,22-04-20,516,10196707,112.371
Portugal,23-04-20,603,10196707,112.371
Portugal,24-04-20,371,10196707,112.371
Portugal,25-04-20,918,10196707,112.371
Portugal,26-04-20,412,10196707,112.371
Portugal,27-04-20,163,10196707,112.371
Portugal,28-04-20,298,10196707,112.371
Portugal,29-04-20,180,10196707,112.371
Portugal,30-04-20,368,10196707,112.371
Portugal,01-05-20,295,10196707,112.371
Portugal,02-05-20,364,10196707,112.371
Portugal,03-05-20,-161,10196707,112.371
Portugal,04-05-20,334,10196707,112.371
Portugal,05-05-20,0,10196707,112.371
Portugal,06-05-20,178,10196707,112.371
Portugal,07-05-20,480,10196707,112.371
Portugal,08-05-20,533,10196707,112.371
Portugal,09-05-20,553,10196707,112.371
Portugal,10-05-20,138,10196707,112.371
Portugal,11-05-20,175,10196707,112.371
Portugal,12-05-20,98,10196707,112.371
Portugal,13-05-20,234,10196707,112.371
Portugal,14-05-20,219,10196707,112.371
Portugal,15-05-20,187,10196707,112.371
Portugal,16-05-20,264,10196707,112.371
Portugal,17-05-20,227,10196707,112.371
Portugal,18-05-20,226,10196707,112.371
Portugal,19-05-20,173,10196707,112.371
Portugal,20-05-20,223,10196707,112.371
Portugal,21-05-20,228,10196707,112.371
Portugal,22-05-20,252,10196707,112.371
Portugal,23-05-20,288,10196707,112.371
Portugal,24-05-20,271,10196707,112.371
Portugal,25-05-20,152,10196707,112.371
Portugal,26-05-20,165,10196707,112.371
Portugal,27-05-20,219,10196707,112.371
Portugal,28-05-20,285,10196707,112.371
Portugal,29-05-20,304,10196707,112.371
Portugal,30-05-20,350,10196707,112.371
Portugal,31-05-20,257,10196707,112.371
Portugal,01-06-20,297,10196707,112.371
Portugal,02-06-20,200,10196707,112.371
Portugal,03-06-20,195,10196707,112.371
Portugal,04-06-20,366,10196707,112.371
Portugal,05-06-20,331,10196707,112.371
Portugal,06-06-20,377,10196707,112.371
Portugal,07-06-20,382,10196707,112.371
Portugal,08-06-20,142,10196707,112.371
Portugal,09-06-20,392,10196707,112.371
Portugal,10-06-20,421,10196707,112.371
Portugal,11-06-20,294,10196707,112.371
Portugal,12-06-20,310,10196707,112.371
Portugal,13-06-20,270,10196707,112.371
Portugal,14-06-20,283,10196707,112.371
Portugal,15-06-20,227,10196707,112.371
Portugal,16-06-20,346,10196707,112.371
Portugal,17-06-20,300,10196707,112.371
Portugal,18-06-20,336,10196707,112.371
Portugal,19-06-20,417,10196707,112.371
Portugal,20-06-20,375,10196707,112.371
Portugal,21-06-20,377,10196707,112.371
Portugal,22-06-20,292,10196707,112.371
Portugal,23-06-20,259,10196707,112.371
Portugal,24-06-20,345,10196707,112.371
Portugal,25-06-20,367,10196707,112.371
Portugal,26-06-20,311,10196707,112.371
Portugal,27-06-20,451,10196707,112.371
Portugal,28-06-20,323,10196707,112.371
Portugal,29-06-20,457,10196707,112.371
Portugal,30-06-20,266,10196707,112.371
Portugal,01-07-20,229,10196707,112.371
Portugal,02-07-20,313,10196707,112.371
Portugal,03-07-20,328,10196707,112.371
Portugal,04-07-20,374,10196707,112.371
Portugal,05-07-20,413,10196707,112.371
Portugal,06-07-20,328,10196707,112.371
Portugal,07-07-20,232,10196707,112.371
Portugal,08-07-20,287,10196707,112.371
Portugal,09-07-20,443,10196707,112.371
Portugal,10-07-20,418,10196707,112.371
Portugal,11-07-20,402,10196707,112.371
Portugal,12-07-20,542,10196707,112.371
Portugal,13-07-20,291,10196707,112.371
Portugal,14-07-20,306,10196707,112.371
Portugal,15-07-20,233,10196707,112.371
Portugal,16-07-20,375,10196707,112.371
Portugal,17-07-20,339,10196707,112.371
Portugal,18-07-20,312,10196707,112.371
Portugal,19-07-20,313,10196707,112.371
Portugal,20-07-20,246,10196707,112.371
Portugal,21-07-20,135,10196707,112.371
Portugal,22-07-20,127,10196707,112.371
Portugal,23-07-20,252,10196707,112.371
Portugal,24-07-20,229,10196707,112.371
Portugal,25-07-20,313,10196707,112.371
Portugal,26-07-20,263,10196707,112.371
Portugal,27-07-20,209,10196707,112.371
Portugal,28-07-20,135,10196707,112.371
Portugal,29-07-20,111,10196707,112.371
Portugal,30-07-20,203,10196707,112.371
Portugal,31-07-20,255,10196707,112.371
Portugal,01-08-20,204,10196707,112.371
Portugal,02-08-20,238,10196707,112.371
Portugal,03-08-20,153,10196707,112.371
Portugal,04-08-20,106,10196707,112.371
Portugal,05-08-20,112,10196707,112.371
Portugal,06-08-20,167,10196707,112.371
Portugal,07-08-20,213,10196707,112.371
Portugal,08-08-20,290,10196707,112.371
Portugal,09-08-20,186,10196707,112.371
Portugal,10-08-20,131,10196707,112.371
Portugal,11-08-20,157,10196707,112.371
Portugal,12-08-20,120,10196707,112.371
Portugal,13-08-20,278,10196707,112.371
Portugal,14-08-20,325,10196707,112.371
Portugal,15-08-20,235,10196707,112.371
Portugal,16-08-20,198,10196707,112.371
Portugal,17-08-20,121,10196707,112.371
Portugal,18-08-20,132,10196707,112.371
Portugal,19-08-20,214,10196707,112.371
Portugal,20-08-20,253,10196707,112.371
Portugal,21-08-20,291,10196707,112.371
Portugal,22-08-20,219,10196707,112.371
Portugal,23-08-20,241,10196707,112.371
Portugal,24-08-20,145,10196707,112.371
Portugal,25-08-20,123,10196707,112.371
Portugal,26-08-20,192,10196707,112.371
Portugal,27-08-20,362,10196707,112.371
Portugal,28-08-20,399,10196707,112.371
Portugal,29-08-20,401,10196707,112.371
Portugal,30-08-20,374,10196707,112.371
Portugal,31-08-20,320,10196707,112.371
Portugal,01-09-20,244,10196707,112.371
Portugal,02-09-20,231,10196707,112.371
Portugal,03-09-20,390,10196707,112.371
Portugal,04-09-20,418,10196707,112.371
Portugal,05-09-20,406,10196707,112.371
Portugal,06-09-20,486,10196707,112.371
Portugal,07-09-20,315,10196707,112.371
Portugal,08-09-20,249,10196707,112.371
Portugal,09-09-20,388,10196707,112.371
Portugal,10-09-20,646,10196707,112.371
Portugal,11-09-20,585,10196707,112.371
Portugal,12-09-20,687,10196707,112.371
Portugal,13-09-20,497,10196707,112.371
Portugal,14-09-20,673,10196707,112.371
Portugal,15-09-20,613,10196707,112.371
Portugal,16-09-20,425,10196707,112.371
Portugal,17-09-20,605,10196707,112.371
Portugal,18-09-20,770,10196707,112.371
Portugal,19-09-20,780,10196707,112.371
Portugal,20-09-20,849,10196707,112.371
Portugal,21-09-20,552,10196707,112.371
Portugal,22-09-20,623,10196707,112.371
Portugal,23-09-20,463,10196707,112.371
Portugal,24-09-20,802,10196707,112.371
Portugal,25-09-20,691,10196707,112.371
Portugal,26-09-20,899,10196707,112.371
Portugal,27-09-20,884,10196707,112.371
Portugal,28-09-20,665,10196707,112.371
Portugal,29-09-20,425,10196707,112.371
Portugal,30-09-20,688,10196707,112.371
Portugal,01-10-20,825,10196707,112.371
Portugal,02-10-20,854,10196707,112.371
Portugal,03-10-20,888,10196707,112.371
Portugal,04-10-20,963,10196707,112.371
Portugal,05-10-20,0,10196707,112.371
Portugal,06-10-20,1638,10196707,112.371
Portugal,07-10-20,427,10196707,112.371
Portugal,08-10-20,944,10196707,112.371
Portugal,09-10-20,1278,10196707,112.371
Portugal,10-10-20,1394,10196707,112.371
Portugal,11-10-20,1646,10196707,112.371
Portugal,12-10-20,1090,10196707,112.371
Portugal,13-10-20,1249,10196707,112.371
Portugal,14-10-20,1208,10196707,112.371
Portugal,15-10-20,2072,10196707,112.371
Portugal,16-10-20,2101,10196707,112.371
Portugal,17-10-20,2608,10196707,112.371
Portugal,18-10-20,2153,10196707,112.371
Portugal,19-10-20,1856,10196707,112.371
Portugal,20-10-20,1949,10196707,112.371
Portugal,21-10-20,1876,10196707,112.371
Portugal,22-10-20,2535,10196707,112.371
Portugal,23-10-20,3270,10196707,112.371
Portugal,24-10-20,2899,10196707,112.371
Portugal,25-10-20,3669,10196707,112.371
Portugal,26-10-20,2577,10196707,112.371
Portugal,27-10-20,2447,10196707,112.371
Portugal,28-10-20,3299,10196707,112.371
Portugal,29-10-20,3960,10196707,112.371
Portugal,30-10-20,4224,10196707,112.371
Portugal,31-10-20,4656,10196707,112.371
Portugal,01-11-20,4007,10196707,112.371
Portugal,02-11-20,3062,10196707,112.371
Portugal,03-11-20,2506,10196707,112.371
Portugal,04-11-20,2596,10196707,112.371
Portugal,05-11-20,7497,10196707,112.371
Portugal,06-11-20,4410,10196707,112.371
Portugal,07-11-20,5550,10196707,112.371
Portugal,08-11-20,6640,10196707,112.371
Portugal,09-11-20,5784,10196707,112.371
Spain,15-03-20,2144,46754783,93.105
Spain,16-03-20,1706,46754783,93.105
Spain,17-03-20,2503,46754783,93.105
Spain,18-03-20,3694,46754783,93.105
Spain,19-03-20,4047,46754783,93.105
Spain,20-03-20,4569,46754783,93.105
Spain,21-03-20,5446,46754783,93.105
Spain,22-03-20,4866,46754783,93.105
Spain,23-03-20,4646,46754783,93.105
Spain,24-03-20,7691,46754783,93.105
Spain,25-03-20,8553,46754783,93.105
Spain,26-03-20,8954,46754783,93.105
Spain,27-03-20,9181,46754783,93.105
Spain,28-03-20,8244,46754783,93.105
Spain,29-03-20,6424,46754783,93.105
Spain,30-03-20,5813,46754783,93.105
Spain,31-03-20,8145,46754783,93.105
Spain,01-04-20,7413,46754783,93.105
Spain,02-04-20,7583,46754783,93.105
Spain,03-04-20,7272,46754783,93.105
Spain,04-04-20,6663,46754783,93.105
Spain,05-04-20,5533,46754783,93.105
Spain,06-04-20,3667,46754783,93.105
Spain,07-04-20,5209,46754783,93.105
Spain,08-04-20,5583,46754783,93.105
Spain,09-04-20,5745,46754783,93.105
Spain,10-04-20,4537,46754783,93.105
Spain,11-04-20,4550,46754783,93.105
Spain,12-04-20,3899,46754783,93.105
Spain,13-04-20,3030,46754783,93.105
Spain,14-04-20,3116,46754783,93.105
Spain,15-04-20,4424,46754783,93.105
Spain,16-04-20,3820,46754783,93.105
Spain,17-04-20,3818,46754783,93.105
Spain,18-04-20,3836,46754783,93.105
Spain,19-04-20,-713,46754783,93.105
Spain,20-04-20,2218,46754783,93.105
Spain,21-04-20,2951,46754783,93.105
Spain,22-04-20,2312,46754783,93.105
Spain,23-04-20,2916,46754783,93.105
Spain,24-04-20,2114,46754783,93.105
Spain,25-04-20,2506,46754783,93.105
Spain,26-04-20,1641,46754783,93.105
Spain,27-04-20,1660,46754783,93.105
Spain,28-04-20,1525,46754783,93.105
Spain,29-04-20,847,46754783,93.105
Spain,30-04-20,1241,46754783,93.105
Spain,01-05-20,1387,46754783,93.105
Spain,02-05-20,1234,46754783,93.105
Spain,03-05-20,935,46754783,93.105
Spain,04-05-20,466,46754783,93.105
Spain,05-05-20,1039,46754783,93.105
Spain,06-05-20,880,46754783,93.105
Spain,07-05-20,921,46754783,93.105
Spain,08-05-20,1173,46754783,93.105
Spain,09-05-20,743,46754783,93.105
Spain,10-05-20,3416,46754783,93.105
Spain,11-05-20,393,46754783,93.105
Spain,12-05-20,482,46754783,93.105
Spain,13-05-20,439,46754783,93.105
Spain,14-05-20,849,46754783,93.105
Spain,15-05-20,643,46754783,93.105
Spain,16-05-20,515,46754783,93.105
Spain,17-05-20,652,46754783,93.105
Spain,18-05-20,256,46754783,93.105
Spain,19-05-20,431,46754783,93.105
Spain,20-05-20,518,46754783,93.105
Spain,21-05-20,482,46754783,93.105
Spain,22-05-20,1787,46754783,93.105
Spain,23-05-20,466,46754783,93.105
Spain,24-05-20,482,46754783,93.105
Spain,25-05-20,-372,46754783,93.105
Spain,26-05-20,859,46754783,93.105
Spain,27-05-20,510,46754783,93.105
Spain,28-05-20,1137,46754783,93.105
Spain,29-05-20,658,46754783,93.105
Spain,30-05-20,664,46754783,93.105
Spain,31-05-20,201,46754783,93.105
Spain,01-06-20,209,46754783,93.105
Spain,02-06-20,294,46754783,93.105
Spain,03-06-20,394,46754783,93.105
Spain,04-06-20,334,46754783,93.105
Spain,05-06-20,318,46754783,93.105
Spain,06-06-20,332,46754783,93.105
Spain,07-06-20,240,46754783,93.105
Spain,08-06-20,167,46754783,93.105
Spain,09-06-20,249,46754783,93.105
Spain,10-06-20,314,46754783,93.105
Spain,11-06-20,427,46754783,93.105
Spain,12-06-20,502,46754783,93.105
Spain,13-06-20,396,46754783,93.105
Spain,14-06-20,323,46754783,93.105
Spain,15-06-20,181,46754783,93.105
Spain,16-06-20,219,46754783,93.105
Spain,17-06-20,355,46754783,93.105
Spain,18-06-20,585,46754783,93.105
Spain,19-06-20,307,46754783,93.105
Spain,20-06-20,363,46754783,93.105
Spain,21-06-20,334,46754783,93.105
Spain,22-06-20,232,46754783,93.105
Spain,23-06-20,248,46754783,93.105
Spain,24-06-20,334,46754783,93.105
Spain,25-06-20,400,46754783,93.105
Spain,26-06-20,419,46754783,93.105
Spain,27-06-20,564,46754783,93.105
Spain,28-06-20,301,46754783,93.105
Spain,29-06-20,200,46754783,93.105
Spain,30-06-20,301,46754783,93.105
Spain,01-07-20,388,46754783,93.105
Spain,02-07-20,444,46754783,93.105
Spain,03-07-20,442,46754783,93.105
Spain,04-07-20,0,46754783,93.105
Spain,05-07-20,0,46754783,93.105
Spain,06-07-20,1244,46754783,93.105
Spain,07-07-20,341,46754783,93.105
Spain,08-07-20,383,46754783,93.105
Spain,09-07-20,543,46754783,93.105
Spain,10-07-20,852,46754783,93.105
Spain,11-07-20,0,46754783,93.105
Spain,12-07-20,0,46754783,93.105
Spain,13-07-20,2045,46754783,93.105
Spain,14-07-20,666,46754783,93.105
Spain,15-07-20,875,46754783,93.105
Spain,16-07-20,1361,46754783,93.105
Spain,17-07-20,1400,46754783,93.105
Spain,18-07-20,0,46754783,93.105
Spain,19-07-20,0,46754783,93.105
Spain,20-07-20,4581,46754783,93.105
Spain,21-07-20,1358,46754783,93.105
Spain,22-07-20,1357,46754783,93.105
Spain,23-07-20,2615,46754783,93.105
Spain,24-07-20,2255,46754783,93.105
Spain,25-07-20,0,46754783,93.105
Spain,26-07-20,0,46754783,93.105
Spain,27-07-20,6361,46754783,93.105
Spain,28-07-20,1828,46754783,93.105
Spain,29-07-20,2031,46754783,93.105
Spain,30-07-20,2789,46754783,93.105
Spain,31-07-20,3092,46754783,93.105
Spain,01-08-20,0,46754783,93.105
Spain,02-08-20,0,46754783,93.105
Spain,03-08-20,8532,46754783,93.105
Spain,04-08-20,5760,46754783,93.105
Spain,05-08-20,2953,46754783,93.105
Spain,06-08-20,4088,46754783,93.105
Spain,07-08-20,4507,46754783,93.105
Spain,08-08-20,0,46754783,93.105
Spain,09-08-20,0,46754783,93.105
Spain,10-08-20,8618,46754783,93.105
Spain,11-08-20,3632,46754783,93.105
Spain,12-08-20,3172,46754783,93.105
Spain,13-08-20,7550,46754783,93.105
Spain,14-08-20,5479,46754783,93.105
Spain,15-08-20,0,46754783,93.105
Spain,16-08-20,0,46754783,93.105
Spain,17-08-20,16269,46754783,93.105
Spain,18-08-20,5114,46754783,93.105
Spain,19-08-20,6671,46754783,93.105
Spain,20-08-20,7039,46754783,93.105
Spain,21-08-20,8148,46754783,93.105
Spain,22-08-20,0,46754783,93.105
Spain,23-08-20,0,46754783,93.105
Spain,24-08-20,19382,46754783,93.105
