location,date,new_cases,population,population_density
Spain,25-08-20,7117,46754783,93.105
Spain,26-08-20,7296,46754783,93.105
Spain,27-08-20,9658,46754783,93.105
Spain,28-08-20,9779,46754783,93.105
Spain,29-08-20,0,46754783,93.105
Spain,30-08-20,0,46754783,93.105
Spain,31-08-20,23572,46754783,93.105
Spain,01-09-20,8115,46754783,93.105
Spain,02-09-20,8581,46754783,93.105
Spain,03-09-20,8959,46754783,93.105
Spain,04-09-20,10476,46754783,93.105
Spain,05-09-20,0,46754783,93.105
Spain,06-09-20,0,46754783,93.105
Spain,07-09-20,26560,46754783,93.105
Spain,08-09-20,8964,46754783,93.105
Spain,09-09-20,8866,46754783,93.105
Spain,10-09-20,10764,46754783,93.105
Spain,11-09-20,12183,46754783,93.105
Spain,12-09-20,0,46754783,93.105
Spain,13-09-20,0,46754783,93.105
Spain,14-09-20,27404,46754783,93.105
Spain,15-09-20,9437,46754783,93.105
Spain,16-09-20,11193,46754783,93.105
Spain,17-09-20,11291,46754783,93.105
Spain,18-09-20,14389,46754783,93.105
Spain,19-09-20,0,46754783,93.105
Spain,20-09-20,0,46754783,93.105
Spain,21-09-20,31428,46754783,93.105
Spain,22-09-20,10799,46754783,93.105
Spain,23-09-20,11289,46754783,93.105
Spain,24-09-20,10653,46754783,93.105
Spain,25-09-20,12272,46754783,93.105
Spain,26-09-20,0,46754783,93.105
Spain,27-09-20,0,46754783,93.105
Spain,28-09-20,31785,46754783,93.105
Spain,29-09-20,9906,46754783,93.105
Spain,30-09-20,11016,46754783,93.105
Spain,01-10-20,9419,46754783,93.105
Spain,02-10-20,11325,46754783,93.105
Spain,03-10-20,0,46754783,93.105
Spain,04-10-20,0,46754783,93.105
Spain,05-10-20,23480,46754783,93.105
Spain,06-10-20,11998,46754783,93.105
Spain,07-10-20,10491,46754783,93.105
Spain,08-10-20,12423,46754783,93.105
Spain,09-10-20,12788,46754783,93.105
Spain,10-10-20,0,46754783,93.105
Spain,11-10-20,0,46754783,93.105
Spain,12-10-20,27856,46754783,93.105
Spain,13-10-20,7118,46754783,93.105
Spain,14-10-20,11970,46754783,93.105
Spain,15-10-20,13318,46754783,93.105
Spain,16-10-20,15186,46754783,93.105
Spain,17-10-20,0,46754783,93.105
Spain,18-10-20,0,46754783,93.105
Spain,19-10-20,37889,46754783,93.105
Spain,20-10-20,13873,46754783,93.105
Spain,21-10-20,16973,46754783,93.105
Spain,22-10-20,20986,46754783,93.105
Spain,23-10-20,19851,46754783,93.105
Spain,24-10-20,0,46754783,93.105
Spain,25-10-20,0,46754783,93.105
Spain,26-10-20,52188,46754783,93.105
Spain,27-10-20,18418,46754783,93.105
Spain,28-10-20,19765,46754783,93.105
Spain,29-10-20,23580,46754783,93.105
Spain,30-10-20,25595,46754783,93.105
Spain,31-10-20,0,46754783,93.105
Spain,01-11-20,0,46754783,93.105
Spain,02-11-20,55019,46754783,93.105
Spain,03-11-20,18669,46754783,93.105
Spain,04-11-20,25042,46754783,93.105
Spain,05-11-20,21908,46754783,93.105
Spain,06-11-20,22516,46754783,93.105
Spain,07-11-20,0,46754783,93.105
Spain,08-11-20,0,46754783,93.105
Switzerland,15-03-20,238,8654618,214.243
Switzerland,16-03-20,841,8654618,214.243
Switzerland,17-03-20,0,8654618,214.243
Switzerland,18-03-20,450,8654618,214.243
Switzerland,19-03-20,353,8654618,214.243
Switzerland,20-03-20,860,8654618,214.243
Switzerland,21-03-20,943,8654618,214.243
Switzerland,22-03-20,1271,8654618,214.243
Switzerland,23-03-20,894,8654618,214.243
Switzerland,24-03-20,1044,8654618,214.243
Switzerland,25-03-20,774,8654618,214.243
Switzerland,26-03-20,925,8654618,214.243
Switzerland,27-03-20,1000,8654618,214.243
Switzerland,28-03-20,1390,8654618,214.243
Switzerland,29-03-20,1048,8654618,214.243
Switzerland,30-03-20,1122,8654618,214.243
Switzerland,31-03-20,1138,8654618,214.243
Switzerland,01-04-20,696,8654618,214.243
Switzerland,02-04-20,962,8654618,214.243
Switzerland,03-04-20,1124,8654618,214.243
Switzerland,04-04-20,1033,8654618,214.243
Switzerland,05-04-20,974,8654618,214.243
Switzerland,06-04-20,821,8654618,214.243
Switzerland,07-04-20,552,8654618,214.243
Switzerland,08-04-20,590,8654618,214.243
Switzerland,09-04-20,546,8654618,214.243
Switzerland,10-04-20,785,8654618,214.243
Switzerland,11-04-20,733,8654618,214.243
Switzerland,12-04-20,592,8654618,214.243
Switzerland,13-04-20,400,8654618,214.243
Switzerland,14-04-20,279,8654618,214.243
Switzerland,15-04-20,254,8654618,214.243
Switzerland,16-04-20,583,8654618,214.243
Switzerland,17-04-20,315,8654618,214.243
Switzerland,18-04-20,346,8654618,214.243
Switzerland,19-04-20,325,8654618,214.243
Switzerland,20-04-20,336,8654618,214.243
Switzerland,21-04-20,168,8654618,214.243
Switzerland,22-04-20,155,8654618,214.243
Switzerland,23-04-20,205,8654618,214.243
Switzerland,24-04-20,228,8654618,214.243
Switzerland,25-04-20,181,8654618,214.243
Switzerland,26-04-20,216,8654618,214.243
Switzerland,27-04-20,167,8654618,214.243
Switzerland,28-04-20,103,8654618,214.243
Switzerland,29-04-20,100,8654618,214.243
Switzerland,30-04-20,143,8654618,214.243
Switzerland,01-05-20,179,8654618,214.243
Switzerland,02-05-20,119,8654618,214.243
Switzerland,03-05-20,112,8654618,214.243
Switzerland,04-05-20,88,8654618,214.243
Switzerland,05-05-20,76,8654618,214.243
Switzerland,06-05-20,28,8654618,214.243
Switzerland,07-05-20,51,8654618,214.243
Switzerland,08-05-20,66,8654618,214.243
Switzerland,09-05-20,81,8654618,214.243
Switzerland,10-05-20,44,8654618,214.243
Switzerland,11-05-20,54,8654618,214.243
Switzerland,12-05-20,39,8654618,214.243
Switzerland,13-05-20,36,8654618,214.243
Switzerland,14-05-20,33,8654618,214.243
Switzerland,15-05-20,50,8654618,214.243
Switzerland,16-05-20,51,8654618,214.243
Switzerland,17-05-20,58,8654618,214.243
Switzerland,18-05-20,15,8654618,214.243
Switzerland,19-05-20,10,8654618,214.243
Switzerland,20-05-20,21,8654618,214.243
Switzerland,21-05-20,40,8654618,214.243
Switzerland,22-05-20,36,8654618,214.243
Switzerland,23-05-20,13,8654618,214.243
Switzerland,24-05-20,18,8654618,214.243
Switzerland,25-05-20,11,8654618,214.243
Switzerland,26-05-20,10,8654618,214.243
Switzerland,27-05-20,15,8654618,214.243
Switzerland,28-05-20,0,8654618,214.243
Switzerland,29-05-20,35,8654618,214.243
Switzerland,30-05-20,32,8654618,214.243
Switzerland,31-05-20,17,8654618,214.243
Switzerland,01-06-20,17,8654618,214.243
Switzerland,02-06-20,9,8654618,214.243
Switzerland,03-06-20,3,8654618,214.243
Switzerland,04-06-20,19,8654618,214.243
Switzerland,05-06-20,20,8654618,214.243
Switzerland,06-06-20,23,8654618,214.243
Switzerland,07-06-20,20,8654618,214.243
Switzerland,08-06-20,9,8654618,214.243
Switzerland,09-06-20,7,8654618,214.243
Switzerland,10-06-20,16,8654618,214.243
Switzerland,11-06-20,23,8654618,214.243
Switzerland,12-06-20,33,8654618,214.243
Switzerland,13-06-20,19,8654618,214.243
Switzerland,14-06-20,31,8654618,214.243
Switzerland,15-06-20,23,8654618,214.243
Switzerland,16-06-20,14,8654618,214.243
Switzerland,17-06-20,15,8654618,214.243
Switzerland,18-06-20,37,8654618,214.243
Switzerland,19-06-20,17,8654618,214.243
Switzerland,20-06-20,92,8654618,214.243
Switzerland,21-06-20,0,8654618,214.243
Switzerland,22-06-20,0,8654618,214.243
Switzerland,23-06-20,18,8654618,214.243
Switzerland,24-06-20,22,8654618,214.243
Switzerland,25-06-20,44,8654618,214.243
Switzerland,26-06-20,52,8654618,214.243
Switzerland,27-06-20,58,8654618,214.243
Switzerland,28-06-20,69,8654618,214.243
Switzerland,29-06-20,62,8654618,214.243
Switzerland,30-06-20,35,8654618,214.243
Switzerland,01-07-20,62,8654618,214.243
Switzerland,02-07-20,220,8654618,214.243
Switzerland,03-07-20,33,8654618,214.243
Switzerland,04-07-20,133,8654618,214.243
Switzerland,05-07-20,97,8654618,214.243
Switzerland,06-07-20,70,8654618,214.243
Switzerland,07-07-20,46,8654618,214.243
Switzerland,08-07-20,54,8654618,214.243
Switzerland,09-07-20,129,8654618,214.243
Switzerland,10-07-20,88,8654618,214.243
Switzerland,11-07-20,104,8654618,214.243
Switzerland,12-07-20,108,8654618,214.243
Switzerland,13-07-20,85,8654618,214.243
Switzerland,14-07-20,63,8654618,214.243
Switzerland,15-07-20,70,8654618,214.243
Switzerland,16-07-20,132,8654618,214.243
Switzerland,17-07-20,142,8654618,214.243
Switzerland,18-07-20,91,8654618,214.243
Switzerland,19-07-20,110,8654618,214.243
Switzerland,20-07-20,98,8654618,214.243
Switzerland,21-07-20,43,8654618,214.243
Switzerland,22-07-20,108,8654618,214.243
Switzerland,23-07-20,141,8654618,214.243
Switzerland,24-07-20,117,8654618,214.243
Switzerland,25-07-20,154,8654618,214.243
Switzerland,26-07-20,148,8654618,214.243
Switzerland,27-07-20,110,8654618,214.243
Switzerland,28-07-20,65,8654618,214.243
Switzerland,29-07-20,132,8654618,214.243
Switzerland,30-07-20,192,8654618,214.243
Switzerland,31-07-20,219,8654618,214.243
Switzerland,01-08-20,137,8654618,214.243
Switzerland,02-08-20,342,8654618,214.243
Switzerland,03-08-20,49,8654618,214.243
Switzerland,04-08-20,66,8654618,214.243
Switzerland,05-08-20,130,8654618,214.243
Switzerland,06-08-20,181,8654618,214.243
Switzerland,07-08-20,181,8654618,214.243
Switzerland,08-08-20,161,8654618,214.243
Switzerland,09-08-20,182,8654618,214.243
Switzerland,10-08-20,152,8654618,214.243
Switzerland,11-08-20,105,8654618,214.243
Switzerland,12-08-20,187,8654618,214.243
Switzerland,13-08-20,273,8654618,214.243
Switzerland,14-08-20,233,8654618,214.243
Switzerland,15-08-20,268,8654618,214.243
Switzerland,16-08-20,251,8654618,214.243
Switzerland,17-08-20,200,8654618,214.243
Switzerland,18-08-20,125,8654618,214.243
Switzerland,19-08-20,196,8654618,214.243
Switzerland,20-08-20,310,8654618,214.243
Switzerland,21-08-20,264,8654618,214.243
Switzerland,22-08-20,306,8654618,214.243
Switzerland,23-08-20,294,8654618,214.243
Switzerland,24-08-20,276,8654618,214.243
Switzerland,25-08-20,157,8654618,214.243
Switzerland,26-08-20,202,8654618,214.243
Switzerland,27-08-20,379,8654618,214.243
Switzerland,28-08-20,360,8654618,214.243
Switzerland,29-08-20,340,8654618,214.243
Switzerland,30-08-20,375,8654618,214.243
Switzerland,31-08-20,291,8654618,214.243
Switzerland,01-09-20,163,8654618,214.243
Switzerland,02-09-20,216,8654618,214.243
Switzerland,03-09-20,370,8654618,214.243
Switzerland,04-09-20,472,8654618,214.243
Switzerland,05-09-20,297,8654618,214.243
Switzerland,06-09-20,425,8654618,214.243
Switzerland,07-09-20,444,8654618,214.243
Switzerland,08-09-20,191,8654618,214.243
Switzerland,09-09-20,245,8654618,214.243
Switzerland,10-09-20,468,8654618,214.243
Switzerland,11-09-20,405,8654618,214.243
Switzerland,12-09-20,528,8654618,214.243
Switzerland,13-09-20,465,8654618,214.243
Switzerland,14-09-20,473,8654618,214.243
Switzerland,15-09-20,257,8654618,214.243
Switzerland,16-09-20,315,8654618,214.243
Switzerland,17-09-20,514,8654618,214.243
Switzerland,18-09-20,530,8654618,214.243
Switzerland,19-09-20,487,8654618,214.243
Switzerland,20-09-20,0,8654618,214.243
Switzerland,21-09-20,0,8654618,214.243
Switzerland,22-09-20,1093,8654618,214.243
Switzerland,23-09-20,284,8654618,214.243
Switzerland,24-09-20,436,8654618,214.243
Switzerland,25-09-20,508,8654618,214.243
Switzerland,26-09-20,255,8654618,214.243
Switzerland,27-09-20,117,8654618,214.243
Switzerland,28-09-20,0,8654618,214.243
Switzerland,29-09-20,664,8654618,214.243
Switzerland,30-09-20,223,8654618,214.243
Switzerland,01-10-20,411,8654618,214.243
Switzerland,02-10-20,550,8654618,214.243
Switzerland,03-10-20,551,8654618,214.243
Switzerland,04-10-20,0,8654618,214.243
Switzerland,05-10-20,0,8654618,214.243
Switzerland,06-10-20,1540,8654618,214.243
Switzerland,07-10-20,699,8654618,214.243
Switzerland,08-10-20,0,8654618,214.243
Switzerland,09-10-20,2243,8654618,214.243
Switzerland,10-10-20,1485,8654618,214.243
Switzerland,11-10-20,0,8654618,214.243
Switzerland,12-10-20,0,8654618,214.243
Switzerland,13-10-20,4057,8654618,214.243
Switzerland,14-10-20,1439,8654618,214.243
Switzerland,15-10-20,2724,8654618,214.243
Switzerland,16-10-20,2690,8654618,214.243
Switzerland,17-10-20,3087,8654618,214.243
Switzerland,18-10-20,0,8654618,214.243
Switzerland,19-10-20,195,8654618,214.243
Switzerland,20-10-20,8737,8654618,214.243
Switzerland,21-10-20,3008,8654618,214.243
Switzerland,22-10-20,5596,8654618,214.243
Switzerland,23-10-20,4968,8654618,214.243
Switzerland,24-10-20,6592,8654618,214.243
Switzerland,25-10-20,0,8654618,214.243
Switzerland,26-10-20,0,8654618,214.243
Switzerland,27-10-20,17357,8654618,214.243
Switzerland,28-10-20,6362,8654618,214.243
Switzerland,29-10-20,8155,8654618,214.243
Switzerland,30-10-20,9361,8654618,214.243
Switzerland,31-10-20,9170,8654618,214.243
Switzerland,01-11-20,0,8654618,214.243
Switzerland,02-11-20,0,8654618,214.243
Switzerland,03-11-20,21842,8654618,214.243
Switzerland,04-11-20,6090,8654618,214.243
Switzerland,05-11-20,10043,8654618,214.243
Switzerland,06-11-20,10098,8654618,214.243
Switzerland,07-11-20,9359,8654618,214.243
Switzerland,08-11-20,0,8654618,214.243
Switzerland,09-11-20,0,8654618,214.243
United Kingdom,15-03-20,478,67886004,272.898
United Kingdom,16-03-20,361,67886004,272.898
United Kingdom,17-03-20,442,67886004,272.898
United Kingdom,18-03-20,611,67886004,272.898
United Kingdom,19-03-20,769,67886004,272.898
United Kingdom,20-03-20,999,67886004,272.898
United Kingdom,21-03-20,1055,67886004,272.898
United Kingdom,22-03-20,1255,67886004,272.898
United Kingdom,23-03-20,1198,67886004,272.898
United Kingdom,24-03-20,1378,67886004,272.898
United Kingdom,25-03-20,2338,67886004,272.898
United Kingdom,26-03-20,2375,67886004,272.898
United Kingdom,27-03-20,2692,67886004,272.898
United Kingdom,28-03-20,3087,67886004,272.898
United Kingdom,29-03-20,3197,67886004,272.898
United Kingdom,30-03-20,2822,67886004,272.898
United Kingdom,31-03-20,2858,67886004,272.898
United Kingdom,01-04-20,4273,67886004,272.898
United Kingdom,02-04-20,4514,67886004,272.898
United Kingdom,03-04-20,4913,67886004,272.898
United Kingdom,04-04-20,4868,67886004,272.898
United Kingdom,05-04-20,4911,67886004,272.898
United Kingdom,06-04-20,4020,67886004,272.898
United Kingdom,07-04-20,3592,67886004,272.898
United Kingdom,08-04-20,5282,67886004,272.898
United Kingdom,09-04-20,5450,67886004,272.898
United Kingdom,10-04-20,5131,67886004,272.898
United Kingdom,11-04-20,4858,67886004,272.898
United Kingdom,12-04-20,4313,67886004,272.898
United Kingdom,13-04-20,3579,67886004,272.898
United Kingdom,14-04-20,3489,67886004,272.898
United Kingdom,15-04-20,4178,67886004,272.898
United Kingdom,16-04-20,4326,67886004,272.898
United Kingdom,17-04-20,5065,67886004,272.898
United Kingdom,18-04-20,5292,67886004,272.898
United Kingdom,19-04-20,4956,67886004,272.898
United Kingdom,20-04-20,4721,67886004,272.898
United Kingdom,21-04-20,3853,67886004,272.898
United Kingdom,22-04-20,4854,67886004,272.898
United Kingdom,23-04-20,4760,67886004,272.898
United Kingdom,24-04-20,5487,67886004,272.898
United Kingdom,25-04-20,5158,67886004,272.898
United Kingdom,26-04-20,4970,67886004,272.898
United Kingdom,27-04-20,3748,67886004,272.898
United Kingdom,28-04-20,3473,67886004,272.898
United Kingdom,29-04-20,4706,67886004,272.898
United Kingdom,30-04-20,4729,67886004,272.898
United Kingdom,01-05-20,5442,67886004,272.898
United Kingdom,02-05-20,4966,67886004,272.898
United Kingdom,03-05-20,4737,67886004,272.898
United Kingdom,04-05-20,3229,67886004,272.898
United Kingdom,05-05-20,2982,67886004,272.898
United Kingdom,06-05-20,3389,67886004,272.898
United Kingdom,07-05-20,3682,67886004,272.898
United Kingdom,08-05-20,3827,67886004,272.898
United Kingdom,09-05-20,3767,67886004,272.898
United Kingdom,10-05-20,3063,67886004,272.898
United Kingdom,11-05-20,2157,67886004,272.898
United Kingdom,12-05-20,2329,67886004,272.898
United Kingdom,13-05-20,3586,67886004,272.898
United Kingdom,14-05-20,3402,67886004,272.898
United Kingdom,15-05-20,3307,67886004,272.898
United Kingdom,16-05-20,2628,67886004,272.898
United Kingdom,17-05-20,2526,67886004,272.898
United Kingdom,18-05-20,2079,67886004,272.898
United Kingdom,19-05-20,1838,67886004,272.898
United Kingdom,20-05-20,2589,67886004,272.898
United Kingdom,21-05-20,3052,67886004,272.898
United Kingdom,22-05-20,2718,67886004,272.898
United Kingdom,23-05-20,2574,67886004,272.898
United Kingdom,24-05-20,2062,67886004,272.898
United Kingdom,25-05-20,1527,67886004,272.898
United Kingdom,26-05-20,1364,67886004,272.898
United Kingdom,27-05-20,1624,67886004,272.898
United Kingdom,28-05-20,1672,67886004,272.898
United Kingdom,29-05-20,1835,67886004,272.898
United Kingdom,30-05-20,1760,67886004,272.898
United Kingdom,31-05-20,1527,67886004,272.898
United Kingdom,01-06-20,1125,67886004,272.898
United Kingdom,02-06-20,1079,67886004,272.898
United Kingdom,03-06-20,1441,67886004,272.898
United Kingdom,04-06-20,1484,67886004,272.898
United Kingdom,05-06-20,1356,67886004,272.898
United Kingdom,06-06-20,1243,67886004,272.898
United Kingdom,07-06-20,1120,67886004,272.898
United Kingdom,08-06-20,801,67886004,272.898
United Kingdom,09-06-20,721,67886004,272.898
United Kingdom,10-06-20,1099,67886004,272.898
United Kingdom,11-06-20,1158,67886004,272.898
United Kingdom,12-06-20,1199,67886004,272.898
United Kingdom,13-06-20,1017,67886004,272.898
United Kingdom,14-06-20,1052,67886004,272.898
United Kingdom,15-06-20,890,67886004,272.898
United Kingdom,16-06-20,822,67886004,272.898
United Kingdom,17-06-20,1043,67886004,272.898
United Kingdom,18-06-20,1102,67886004,272.898
United Kingdom,19-06-20,1013,67886004,272.898
United Kingdom,20-06-20,1027,67886004,272.898
United Kingdom,21-06-20,986,67886004,272.898
United Kingdom,22-06-20,687,67886004,272.898
United Kingdom,23-06-20,639,67886004,272.898
United Kingdom,24-06-20,896,67886004,272.898
United Kingdom,25-06-20,886,67886004,272.898
United Kingdom,26-06-20,778,67886004,272.898
United Kingdom,27-06-20,721,67886004,272.898
United Kingdom,28-06-20,671,67886004,272.898
United Kingdom,29-06-20,649,67886004,272.898
United Kingdom,30-06-20,446,67886004,272.898
United Kingdom,01-07-20,730,67886004,272.898
United Kingdom,02-07-20,617,67886004,272.898
United Kingdom,03-07-20,651,67886004,272.898
United Kingdom,04-07-20,602,67886004,272.898
United Kingdom,05-07-20,579,67886004,272.898
United Kingdom,06-07-20,401,67886004,272.898
United Kingdom,07-07-20,555,67886004,272.898
United Kingdom,08-07-20,704,67886004,272.898
United Kingdom,09-07-20,597,67886004,272.898
United Kingdom,10-07-20,693,67886004,272.898
United Kingdom,11-07-20,715,67886004,272.898
United Kingdom,12-07-20,565,67886004,272.898
United Kingdom,13-07-20,442,67886004,272.898
United Kingdom,14-07-20,361,67886004,272.898
United Kingdom,15-07-20,726,67886004,272.898
United Kingdom,16-07-20,685,67886004,272.898
United Kingdom,17-07-20,772,67886004,272.898
United Kingdom,18-07-20,704,67886004,272.898
United Kingdom,19-07-20,569,67886004,272.898
United Kingdom,20-07-20,493,67886004,272.898
United Kingdom,21-07-20,413,67886004,272.898
United Kingdom,22-07-20,793,67886004,272.898
United Kingdom,23-07-20,751,67886004,272.898
United Kingdom,24-07-20,773,67886004,272.898
United Kingdom,25-07-20,731,67886004,272.898
United Kingdom,26-07-20,667,67886004,272.898
United Kingdom,27-07-20,421,67886004,272.898
United Kingdom,28-07-20,371,67886004,272.898
United Kingdom,29-07-20,70,67886004,272.898
United Kingdom,30-07-20,763,67886004,272.898
United Kingdom,31-07-20,846,67886004,272.898
United Kingdom,01-08-20,880,67886004,272.898
United Kingdom,02-08-20,771,67886004,272.898
United Kingdom,03-08-20,743,67886004,272.898
United Kingdom,04-08-20,928,67886004,272.898
United Kingdom,05-08-20,670,67886004,272.898
United Kingdom,06-08-20,891,67886004,272.898
United Kingdom,07-08-20,950,67886004,272.898
United Kingdom,08-08-20,871,67886004,272.898
United Kingdom,09-08-20,758,67886004,272.898
United Kingdom,10-08-20,1062,67886004,272.898
United Kingdom,11-08-20,816,67886004,272.898
United Kingdom,12-08-20,1148,67886004,272.898
United Kingdom,13-08-20,1009,67886004,272.898
United Kingdom,14-08-20,1129,67886004,272.898
United Kingdom,15-08-20,1440,67886004,272.898
United Kingdom,16-08-20,1077,67886004,272.898
United Kingdom,17-08-20,1040,67886004,272.898
United Kingdom,18-08-20,713,67886004,272.898
United Kingdom,19-08-20,1089,67886004,272.898
United Kingdom,20-08-20,812,67886004,272.898
United Kingdom,21-08-20,1182,67886004,272.898
United Kingdom,22-08-20,1033,67886004,272.898
United Kingdom,23-08-20,1288,67886004,272.898
United Kingdom,24-08-20,1041,67886004,272.898
United Kingdom,25-08-20,972,67886004,272.898
United Kingdom,26-08-20,1184,67886004,272.898
United Kingdom,27-08-20,1048,67886004,272.898
United Kingdom,28-08-20,1522,67886004,272.898
United Kingdom,29-08-20,1276,67886004,272.898
United Kingdom,30-08-20,1108,67886004,272.898
United Kingdom,31-08-20,1715,67886004,272.898
United Kingdom,01-09-20,1406,67886004,272.898
United Kingdom,02-09-20,1295,67886004,272.898
United Kingdom,03-09-20,1508,67886004,272.898
United Kingdom,04-09-20,1735,67886004,272.898
United Kingdom,05-09-20,1940,67886004,272.898
United Kingdom,06-09-20,1813,67886004,272.898
United Kingdom,07-09-20,2988,67886004,272.898
United Kingdom,08-09-20,2948,67886004,272.898
United Kingdom,09-09-20,2460,67886004,272.898
United Kingdom,10-09-20,2659,67886004,272.898
United Kingdom,11-09-20,2919,67886004,272.898
United Kingdom,12-09-20,3539,67886004,272.898
United Kingdom,13-09-20,3497,67886004,272.898
United Kingdom,14-09-20,3330,67886004,272.898
United Kingdom,15-09-20,2621,67886004,272.898
United Kingdom,16-09-20,3103,67886004,272.898
United Kingdom,17-09-20,3991,67886004,272.898
United Kingdom,18-09-20,3395,67886004,272.898
United Kingdom,19-09-20,4322,67886004,272.898
United Kingdom,20-09-20,4422,67886004,272.898
United Kingdom,21-09-20,3899,67886004,272.898
United Kingdom,22-09-20,4368,67886004,272.898
United Kingdom,23-09-20,4926,67886004,272.898
United Kingdom,24-09-20,6178,67886004,272.898
United Kingdom,25-09-20,6634,67886004,272.898
United Kingdom,26-09-20,6873,67886004,272.898
United Kingdom,27-09-20,6041,67886004,272.898
United Kingdom,28-09-20,5692,67886004,272.898
United Kingdom,29-09-20,4044,67886004,272.898
United Kingdom,30-09-20,7143,67886004,272.898
United Kingdom,01-10-20,7108,67886004,272.898
United Kingdom,02-10-20,6914,67886004,272.898
United Kingdom,03-10-20,6968,67886004,272.898
United Kingdom,04-10-20,12871,67886004,272.898
United Kingdom,05-10-20,22961,67886004,272.898
United Kingdom,06-10-20,12593,67886004,272.898
United Kingdom,07-10-20,14542,67886004,272.898
United Kingdom,08-10-20,14162,67886004,272.898
United Kingdom,09-10-20,17540,67886004,272.898
United Kingdom,10-10-20,13864,67886004,272.898
United Kingdom,11-10-20,15165,67886004,272.898
United Kingdom,12-10-20,12872,67886004,272.898
United Kingdom,13-10-20,13972,67886004,272.898
United Kingdom,14-10-20,17232,67886004,272.898
United Kingdom,15-10-20,19724,67886004,272.898
United Kingdom,16-10-20,18978,67886004,272.898
United Kingdom,17-10-20,15635,67886004,272.898
United Kingdom,18-10-20,16171,67886004,272.898
United Kingdom,19-10-20,16981,67886004,272.898
United Kingdom,20-10-20,18803,67886004,272.898
United Kingdom,21-10-20,21330,67886004,272.898
United Kingdom,22-10-20,26687,67886004,272.898
United Kingdom,23-10-20,21238,67886004,272.898
United Kingdom,24-10-20,20531,67886004,272.898
United Kingdom,25-10-20,23012,67886004,272.898
United Kingdom,26-10-20,19790,67886004,272.898
United Kingdom,27-10-20,20890,67886004,272.898
United Kingdom,28-10-20,22885,67886004,272.898
United Kingdom,29-10-20,24700,67886004,272.898
United Kingdom,30-10-20,23065,67886004,272.898
United Kingdom,31-10-20,24405,67886004,272.898
United Kingdom,01-11-20,21915,67886004,272.898
United Kingdom,02-11-20,23254,67886004,272.898
United Kingdom,03-11-20,18950,67886004,272.898
United Kingdom,04-11-20,20018,67886004,272.898
United Kingdom,05-11-20,25177,67886004,272.898
United Kingdom,06-11-20,24138,67886004,272.898
United Kingdom,07-11-20,23287,67886004,272.898
United Kingdom,08-11-20,24957,67886004,272.898
United Kingdom,09-11-20,20572,67886004,272.898
